,name,Dependts,Latest_time,Deps,Vers,Oldest_time,lifetime,Month
6958,segregation,4,2022/6/18,34,21,2019/4/15,4,38.66666667
6959,segtok,15,2021/12/15,1,23,2014/11/27,8,85.83333333
6960,segyio,26,2022/12/21,1,56,2016/10/15,7,75.26666667
6961,seldon-core,6,2022/6/17,23,46,2018/12/17,5,42.6
6962,selectolax,30,2023/1/2,1,35,2018/2/28,6,58.96666667
6963,selectors2,9,2020/7/21,0,6,2016/11/3,5,45.2
6964,selene,1,2022/11/16,5,80,2015/4/17,8,92.33333333
6965,selenium,2330,2020/5/28,4,182,2008/5/21,13,146.3333333
6966,selenium-requests,15,2023/1/10,3,25,2015/4/2,9,94.66666667
6967,selenium-wire,55,2021/1/30,31,76,2018/8/1,4,30.43333333
6968,seleniumbase,6,2022/11/7,125,822,2015/12/4,8,84.33333333
6969,self,6,2020/12/3,0,29,2015/10/18,6,62.43333333
6970,Self-Check-Algorithm-Model,0,2021/11/19,0,8,2021/11/19,1,0
6971,selfies,17,2022/7/14,0,14,2019/6/2,4,37.93333333
6972,selinon,5,2022/3/31,13,19,2017/11/27,6,52.83333333
6973,selinux,9,2022/12/24,1,14,2019/3/12,4,46.1
6974,semantic-version,317,2022/5/26,12,26,2012/5/17,11,122.0333333
6975,semgrep,19,2022/8/23,19,177,2020/5/6,3,27.96666667
6976,semver,604,2023/4/2,0,44,2012/5/9,12,132.6666667
6977,senaite.core,5,2022/10/3,0,29,2018/1/3,5,57.8
6978,Send2Trash,245,2021/8/21,4,18,2011/2/14,11,128.0333333
6979,sendgrid,123,2022/3/9,2,151,2012/6/28,11,118.0333333
6980,sendgrid-django,0,2017/12/19,0,18,2014/5/15,4,43.8
6981,sense-hat,9,2022/8/9,2,5,2015/8/24,8,84.73333333
6982,sense2vec,7,2021/4/19,6,24,2016/9/22,6,55.66666667
6983,sentence-transformers,337,2022/6/26,0,43,2019/7/25,4,35.56666667
6984,sentencepiece,570,2022/8/7,0,31,2017/8/28,6,60.16666667
6985,sentifish,0,2020/3/25,3,4,2020/3/23,1,0.066666667
6986,sentinelhub,5,2023/1/31,47,55,2017/5/22,7,69.33333333
6987,sentinelsat,14,2017/3/6,18,41,2015/6/5,3,21.33333333
6988,sentry,71,2023/2/15,141,372,2012/1/4,12,135.3333333
6989,sentry-sdk,339,2023/2/27,34,190,2018/7/26,6,55.9
6990,sentSlack,0,2022/9/19,0,2,2022/9/14,1,0.166666667
6991,sep,31,2022/6/1,1,18,2014/8/11,9,95.03333333
6992,sepaxml,6,2022/11/29,2,10,2018/7/24,5,52.96666667
6993,seqdiag,6,2018/7/24,8,54,2011/1/8,8,91.8
6994,seqeval,139,2020/10/24,0,24,2018/2/15,3,32.73333333
6995,seqio,6,2021/10/18,18,18,2021/2/10,1,8.333333333
6996,serial,63,2019/1/30,0,94,2017/10/6,3,16.03333333
6997,serpent,8,2022/6/26,0,35,2013/4/21,10,111.7666667
6998,serpy,2,2017/11/28,0,8,2015/4/5,3,32.26666667
6999,service-identity,84,2014/8/22,17,9,2014/3/6,1,5.633333333
7000,servo_tidy,0,2018/3/14,0,5,2016/4/15,3,23.26666667
7001,setproctitle,280,2022/4/14,1,24,2009/12/5,14,150.4333333
7002,SetSimilaritySearch,4,2019/3/25,3,9,2018/11/18,2,4.233333333
7003,setup-cfg-fmt,21,2022/4/2,1,36,2019/2/19,4,37.93333333
7004,setupext-janitor,4,2019/11/23,7,5,2014/11/16,6,61.1
7005,setuptools,8828,2022/7/4,44,539,2008/9/24,15,167.7
7006,setuptools-git,75,2017/2/18,0,11,2007/11/6,11,113.0666667
7007,setuptools-git-versioning,5,2022/10/24,3,53,2020/7/29,3,27.23333333
7008,setuptools-rust,57,2022/9/20,3,54,2017/3/9,6,67.36666667
7009,setuptools-scm,587,2022/7/1,8,79,2015/2/23,8,89.5
7010,sexpdata,7,2013/5/19,0,11,2012/10/16,2,7.166666667
7011,sf-elastic-apm,0,2022/1/11,0,4,2021/8/24,2,4.666666667
7012,sgp4,26,2022/4/6,0,27,2012/8/26,11,117
7013,sgqlc,48,2019/1/19,0,24,2018/1/26,2,11.93333333
7014,sh,382,2022/7/18,0,42,2012/6/28,11,122.4
7015,shadowsocks-cui,0,2018/1/10,0,1,2018/1/10,1,0
7016,shadowsocks-legacy,0,2021/5/23,0,1,2021/5/23,1,0
7017,shadowsocks-valoroso,0,2018/7/31,0,3,2018/7/31,1,0
7018,shap,312,2022/6/16,36,95,2016/12/1,7,67.43333333
7019,shapecalc,0,2021/12/12,0,3,2021/12/12,1,0
7020,shapely,626,2016/12/23,6,120,2007/10/23,10,111.6333333
7021,shcheck,0,2022/11/19,0,5,2021/4/5,2,19.76666667
7022,shed,3,2022/6/7,6,58,2020/3/8,3,27.36666667
7023,shellcheck-py,34,2022/12/17,0,11,2019/11/4,4,37.96666667
7024,shellescape,38,2020/1/25,0,3,2015/5/8,6,57.43333333
7025,shellingham,163,2023/2/13,0,20,2018/6/15,6,56.8
7026,shellt,0,2023/2/1,3,4,2023/2/1,1,0
7027,sherlock,6,2019/5/11,5,7,2014/1/31,6,64.2
7028,Shimmy,4,2023/6/15,30,6,2022/11/12,2,7.166666667
7029,shiny,7,2022/9/28,44,16,2009/8/7,14,160
7030,shiv,8,2022/1/24,4,57,2018/3/16,5,47
7031,ShopifyAPI,14,2023/1/5,0,74,2011/8/23,13,138.4333333
7032,shortuuid,235,2022/11/13,0,23,2011/1/9,12,144.2
7033,shtab,31,2022/6/17,3,40,2020/6/17,3,24.33333333
7034,shutilwhich,18,2015/4/25,0,3,2013/3/2,3,26.13333333
7035,shyaml,1,2020/12/15,2,16,2013/2/27,8,94.93333333
7036,Sickle,11,2020/5/17,2,11,2013/2/20,8,88.1
7037,sigmatools,2,2019/1/13,0,34,2017/12/8,3,13.36666667
7038,signalfx,6,2022/11/2,8,42,2015/6/19,8,89.76666667
7039,signalslot,12,2019/5/16,0,15,2014/3/18,6,62.83333333
7040,signalstickers-client,6,2022/11/5,4,8,2020/3/23,3,31.9
7041,signxml,26,2023/1/4,10,71,2014/9/9,10,101.3
7042,SigProfilerMatrixGenerator,10,2022/10/28,7,99,2018/12/7,5,47.36666667
7043,sigpy,7,2021/6/15,5,34,2018/7/6,4,35.83333333
7044,silero,4,2022/6/12,3,4,2022/2/28,1,3.466666667
7045,silx,28,2021/3/18,14,34,2016/4/14,6,59.96666667
7046,simanneal,8,2019/8/3,0,10,2014/8/15,6,60.46666667
7047,simpervisor,5,2021/1/5,5,5,2018/12/28,4,24.63333333
7048,simple-rest-client,14,2022/5/28,3,24,2017/4/19,6,62.16666667
7049,simple-salesforce,74,2023/1/12,4,45,2013/1/22,11,121.4
7050,simple-term-menu,92,2023/1/13,0,44,2019/8/15,5,41.56666667
7051,simpleaudio,61,2019/11/29,0,5,2015/11/17,5,49.1
7052,simplebot,31,2022/6/11,17,18,2020/2/17,3,28.16666667
7053,simpleeval,63,2022/1/15,0,18,2014/5/28,9,92.96666667
7054,simplegraph,0,2018/2/27,0,2,2018/2/23,1,0.133333333
7055,SimpleITK,240,2022/12/8,0,31,2014/7/15,9,102.2666667
7056,simplejson,1380,2023/1/3,0,104,2005/12/31,19,207.0666667
7057,simplekv,21,2020/4/9,0,33,2011/6/30,10,106.8666667
7058,SimpleSQLite,5,2021/6/20,13,131,2016/2/21,6,64.86666667
7059,simpletransformers,27,2022/9/20,15,281,2019/10/4,4,36.06666667
7060,simplification,11,2022/5/15,4,37,2016/8/8,7,70.2
7061,sinaweibopy,1,2013/6/24,0,9,2012/9/26,2,9.033333333
7062,singer-sdk,77,2021/3/27,32,262,2021/2/24,1,1.033333333
7063,singledispatch,111,2021/8/14,14,11,2013/5/25,9,100.1
7064,six,13136,2021/5/5,0,28,2010/6/29,12,132.1
7065,Sixpack,0,2017/11/22,0,37,2013/2/8,5,58.26666667
7066,skein,6,2022/4/5,4,23,2018/4/13,5,48.43333333
7067,skidl,1,2021/10/23,0,33,2016/8/16,6,63.13333333
7068,skimage,49,2017/6/15,0,1,2017/6/15,1,0
7069,skl2onnx,46,2022/9/26,3,33,2019/1/24,4,44.7
7070,sklearn,2476,2023/1/25,0,5,2015/7/15,9,91.7
7071,sklearn-crfsuite,80,2017/6/22,0,9,2015/11/27,3,19.1
7072,sklearn-pandas,43,2021/5/8,4,27,2013/4/25,9,97.83333333
7073,skll,1,2023/1/19,0,66,2013/8/2,11,115.2333333
7074,skops,4,2022/5/4,27,10,2022/5/4,1,0
7075,skorch,33,2017/12/8,10,17,2017/10/10,1,1.966666667
7076,SkPy,5,2021/4/30,0,21,2016/3/18,6,62.3
7077,skrebate,14,2021/3/20,0,13,2016/12/1,6,52.33333333
7078,sktime,40,2022/6/29,97,48,2019/3/21,4,39.86666667
7079,skyfield,40,2022/9/20,0,60,2014/1/21,9,105.4666667
7080,Skype4Py,1,2013/5/25,0,8,2012/10/2,2,7.833333333
7081,slack-bolt,22,2022/5/18,44,111,2020/8/3,3,21.76666667
7082,slack-export-viewer,0,2022/7/23,0,37,2016/2/27,7,77.93333333
7083,slackbot,6,2022/11/30,4,30,2015/2/19,8,94.7
7084,slackclient,300,2022/4/22,2,52,2015/2/13,8,87.5
7085,slacker,64,2020/2/15,0,57,2014/5/24,7,69.76666667
7086,slackeventsapi,9,2021/12/9,2,11,2017/2/17,5,58.53333333
7087,sleekxmpp,33,2017/9/2,0,28,2011/11/19,7,70.46666667
7088,slither-analyzer,6,2022/4/21,21,36,2018/10/19,5,42.66666667
7089,slowapi,12,2022/11/28,2,9,2020/2/21,3,33.7
7090,slugid,11,2019/2/15,0,9,2015/9/2,5,42.06666667
7091,slugify,45,2010/12/7,0,1,2010/12/7,1,0
7092,slumber,22,2015/5/14,0,19,2011/8/1,5,46.06666667
7093,sly,298,2022/10/25,0,6,2016/9/23,7,74.1
7094,slycot,8,2022/12/21,0,11,2015/4/4,8,93.93333333
7095,smart-open,287,2022/12/12,0,55,2015/1/20,8,96.1
7096,smartcar,0,2022/7/21,0,55,2018/5/2,5,51.36666667
7097,smartpip2,0,2022/10/24,0,15,2021/8/7,2,14.76666667
7098,smartsheet-python-sdk,11,2016/1/11,12,27,2016/1/5,1,0.2
7099,smartypants,15,2017/12/20,0,13,2008/12/20,10,109.5666667
7100,smbus2,110,2022/6/5,4,14,2016/4/4,7,75.1
7101,smmap,144,2021/10/15,0,14,2011/6/13,11,125.9
7102,smmap2,54,2020/2/23,1,8,2016/10/16,5,40.83333333
7103,smt,9,2022/8/22,0,30,2018/9/5,5,48.23333333
7104,smtpapi,4,2022/3/9,0,20,2013/12/24,10,99.9
7105,snakebite,11,2016/8/30,0,63,2013/5/17,4,40.03333333
7106,snakemake,96,2022/6/30,36,275,2012/4/9,11,124.4666667
7107,snakeoil,5,2022/8/8,4,42,2014/11/28,9,93.66666667
7108,snakeviz,46,2021/10/25,0,19,2012/9/21,10,110.7
7109,snapcast,2,2022/10/24,0,26,2016/1/17,7,82.4
7110,snapshottest,26,2020/10/3,10,10,2017/4/10,4,42.4
7111,sniffer,4,2019/6/24,7,22,2010/7/14,10,108.9
7112,sniffio,192,2022/9/1,0,5,2018/7/31,5,49.76666667
7113,snips-nlu,5,2020/1/15,25,33,2018/2/28,3,22.86666667
7114,snoop,18,2021/11/11,16,14,2019/5/29,3,29.9
7115,snorkel,8,2022/7/29,9,10,2019/8/15,4,35.96666667
7116,snowballstemmer,197,2021/11/16,0,10,2013/2/15,9,106.5333333
7117,snowflake-connector-python,182,2022/6/24,33,122,2017/8/31,6,58.6
7118,snowflake-sqlalchemy,129,2022/4/27,11,38,2017/5/18,6,60.16666667
7119,snowiest,0,2022/3/19,0,3,2022/3/18,1,0.033333333
7120,snscrape,16,2022/1/6,3,16,2018/10/9,5,39.5
7121,snuggs,12,2019/9/18,4,13,2015/2/14,5,55.9
7122,so-vits-svc-fork,0,2023/7/2,26,115,2023/3/17,1,3.566666667
7123,SOAPpy,9,2014/6/20,0,9,2011/2/21,4,40.5
7124,social-auth-app-django,70,2021/8/5,2,16,2016/11/27,6,57.06666667
7125,social-auth-core,46,2022/6/13,16,30,2016/11/27,7,67.46666667
7126,socialscan,0,2021/7/17,10,18,2019/4/1,3,27.93333333
7127,socketIO-client,30,2017/7/31,0,22,2012/4/14,6,64.46666667
7128,sockeye,0,2017/6/12,17,84,2017/6/12,1,0
7129,sockjs-tornado,9,2020/4/24,0,11,2012/2/23,9,99.43333333
7130,socksio,5,2020/4/17,0,4,2019/12/4,2,4.5
7131,soco,13,2022/6/20,6,50,2013/1/23,10,114.5
7132,SoftLayer,10,2022/12/1,7,87,2013/1/17,10,120.1666667
7133,solana,27,2022/6/22,7,66,2020/8/26,3,22.16666667
7134,solc-select,5,2021/12/1,2,8,2021/2/9,1,9.833333333
7135,solidpython,12,2022/2/15,4,26,2013/2/13,10,109.6333333
7136,solvingerrors,0,2023/1/11,1,8,2023/1/11,1,0
7137,SoMaJo,5,2022/3/8,1,54,2016/5/9,7,70.96666667
7138,somoclu,8,2023/2/18,0,18,2014/3/21,10,108.5333333
7139,sorcery,27,2021/11/11,4,5,2018/4/12,4,43.63333333
7140,sorl-thumbnail,51,2022/8/30,0,32,2011/4/28,12,138.0666667
7141,sortedcollections,43,2021/1/18,1,12,2016/5/31,6,56.43333333
7142,sortedcontainers,530,2021/5/16,0,40,2014/3/18,8,87.2
7143,sos,19,2022/6/21,17,224,2016/3/25,7,75.96666667
7144,sos-notebook,16,2022/8/9,12,165,2017/10/5,6,58.96666667
7145,SoundCard,15,2022/5/9,2,13,2017/8/29,6,57.13333333
7146,soundcloud,5,2015/10/17,0,16,2012/2/11,4,44.8
7147,sounddevice,187,2021/12/31,2,28,2015/6/20,7,79.53333333
7148,soundfile,118,2017/2/3,2,10,2015/10/21,3,15.7
7149,soupsieve,520,2023/2/14,0,44,2018/12/8,6,50.96666667
7150,sourcery,1,2023/1/31,0,15,2023/1/31,1,0
7151,sourmash,8,2022/5/13,30,65,2016/6/7,7,72.2
7152,South,49,2014/12/23,0,21,2009/1/13,6,72.33333333
7153,sox,48,2020/7/23,9,26,2016/7/13,5,49.03333333
7154,soynlp,9,2019/8/25,4,31,2017/5/18,3,27.63333333
7155,spacepy,14,2022/9/20,5,13,2014/12/23,9,94.26666667
7156,spacetrack,7,2021/1/3,17,20,2016/1/28,6,60.06666667
7157,spacy,1174,2022/4/5,47,198,2015/1/25,8,87.56666667
7158,spade,8,2022/12/13,11,30,2012/8/1,11,126.2
7159,spark-mooc-alekoe,0,2019/9/17,0,2,2019/9/17,1,0
7160,spark-nlp,21,2023/1/24,0,126,2018/9/7,6,53.33333333
7161,sparkpost,5,2021/11/9,1,22,2015/9/1,7,75.36666667
7162,SPARQLWrapper,153,2022/3/13,9,30,2009/1/6,14,160.4666667
7163,sparse-dot-topn,17,2022/6/27,2,15,2018/11/14,5,44.03333333
7164,sparseml,5,2022/6/28,80,34,2021/2/4,2,16.96666667
7165,spconv,0,2022/6/11,6,37,2021/11/7,2,7.2
7166,spconv-cu102,0,2022/6/11,6,34,2021/11/7,2,7.2
7167,spconv-cu113,0,2021/12/9,6,19,2021/11/28,1,0.366666667
7168,spconv-cu114,0,2022/6/11,6,26,2021/10/26,2,7.6
7169,spconv-cu116,0,2023/4/19,6,9,2022/10/26,2,5.833333333
7170,spconv-cu117,0,2023/4/19,6,11,2022/9/25,2,6.866666667
7171,spconv-cu118,0,2023/4/19,6,9,2022/10/26,2,5.833333333
7172,spdx-tools,22,2021/9/16,7,18,2017/1/4,5,57.2
7173,spec,1,2017/9/2,2,21,2011/10/31,7,71.1
7174,spectrum,4,2022/3/22,0,25,2012/2/1,11,123.4
7175,SpeechRecognition,235,2022/12/4,2,55,2014/4/23,9,104.9
7176,speedtest-cli,99,2021/4/8,0,28,2013/7/31,9,93.6
7177,spglib,74,2022/5/6,6,100,2014/5/20,9,96.93333333
7178,spherical-geometry,4,2021/5/13,7,25,2016/3/22,6,62.6
7179,Sphinx,9186,2022/6/2,30,188,2008/3/21,15,172.8666667
7180,sphinx-argparse,254,2021/9/6,2,27,2013/9/5,9,97.43333333
7181,sphinx-argparse-cli,24,2022/6/24,4,18,2021/2/5,2,16.8
7182,sphinx-astropy,78,2022/1/10,13,12,2018/2/7,5,47.76666667
7183,sphinx-autoapi,266,2021/8/16,10,30,2015/9/5,7,72.4
7184,sphinx-autobuild,472,2021/3/14,5,15,2013/12/25,9,87.86666667
7185,sphinx-autodoc-annotation,53,2016/8/16,0,2,2016/8/16,1,0
7186,sphinx-autodoc-typehints,1001,2022/6/10,12,68,2015/9/21,8,81.8
7187,sphinx-automodapi,207,2022/1/12,6,16,2016/12/12,7,61.9
7188,sphinx-autorun,5,2019/10/10,1,7,2017/1/11,3,33.4
7189,sphinx-book-theme,209,2023/3/31,30,67,2020/4/22,4,35.76666667
7190,sphinx-bootstrap-theme,124,2022/2/3,0,58,2012/11/18,11,112.1333333
7191,sphinx-click,302,2022/12/6,3,36,2017/4/5,6,69.03333333
7192,sphinx-codeautolink,8,2022/6/8,3,22,2021/9/22,2,8.633333333
7193,sphinx-copybutton,676,2022/2/6,7,30,2018/7/6,5,43.7
7194,sphinx-gallery,374,2022/8/19,1,42,2015/1/18,8,92.33333333
7195,sphinx-github-changelog,5,2020/7/31,4,13,2020/7/27,1,0.133333333
7196,sphinx-inline-tabs,92,2022/1/2,6,13,2020/10/14,3,14.83333333
7197,sphinx-intl,31,2020/4/27,7,18,2013/4/7,8,85.9
7198,sphinx-issues,105,2022/1/11,10,11,2014/12/21,9,85.93333333
7199,sphinx-js,8,2022/12/16,4,28,2017/2/7,6,71.26666667
7200,sphinx-markdown-builder,53,2022/1/8,12,24,2018/11/11,5,38.46666667
7201,sphinx-markdown-tables,137,2022/7/29,1,16,2018/5/31,5,50.66666667
7202,sphinx-multiversion,58,2020/8/12,1,7,2020/3/11,1,5.133333333
7203,sphinx-paramlinks,29,2022/5/31,0,29,2013/12/30,10,102.4666667
7204,sphinx-press-theme,21,2021/7/22,0,13,2018/8/6,4,36.03333333
7205,sphinx-prompt,69,2021/8/10,3,12,2013/10/13,9,95.26666667
7206,sphinx-rtd-theme,4607,2021/9/13,7,45,2013/11/4,9,95.66666667
7207,sphinx-tabs,147,2022/7/2,12,33,2017/1/22,6,66.23333333
7208,sphinx-testing,6,2019/4/15,2,15,2014/9/20,6,55.6
7209,sphinx-togglebutton,60,2022/3/26,10,12,2020/1/8,3,26.93333333
7210,sphinx-toolbox,67,2020/9/8,22,104,2020/9/1,1,0.233333333
7211,sphinxcontrib-actdiag,5,2021/12/5,3,28,2011/5/15,11,128.5666667
7212,sphinxcontrib-apidoc,184,2018/10/4,2,4,2018/3/28,1,6.333333333
7213,sphinxcontrib-applehelp,129,2023/1/23,4,5,2019/2/5,5,48.26666667
7214,sphinxcontrib-autoprogram,37,2021/2/10,2,8,2014/3/2,8,84.56666667
7215,sphinxcontrib-bibtex,293,2022/4/10,6,33,2012/6/19,11,119.4
7216,sphinxcontrib-confluencebuilder,4,2023/1/3,2,25,2016/7/12,8,78.86666667
7217,sphinxcontrib-devhelp,133,2020/2/29,4,3,2019/1/19,2,13.53333333
7218,sphinxcontrib-django,6,2020/1/26,0,13,2017/12/7,4,26
7219,sphinxcontrib-htmlhelp,131,2021/5/22,5,6,2019/2/14,3,27.6
7220,sphinxcontrib-httpdomain,61,2022/11/14,2,20,2011/6/2,12,139.4333333
7221,sphinxcontrib-log-cabinet,13,2019/7/5,1,2,2017/5/5,3,26.36666667
7222,sphinxcontrib-matlabdomain,7,2023/1/2,2,65,2013/6/20,11,116.1
7223,sphinxcontrib-mermaid,74,2021/7/17,0,18,2016/7/8,6,61.16666667
7224,sphinxcontrib-napoleon,402,2018/9/23,2,40,2013/7/18,6,63.1
7225,sphinxcontrib-needs,7,2022/5/10,7,94,2016/12/1,7,66.2
7226,sphinxcontrib-openapi,13,2020/5/7,8,12,2016/10/3,5,43.73333333
7227,sphinxcontrib-phpdomain,0,2022/8/11,1,30,2011/3/4,12,139.2666667
7228,sphinxcontrib-plantuml,38,2022/11/18,0,32,2011/3/26,12,141.8333333
7229,sphinxcontrib-qthelp,133,2020/2/29,4,4,2019/1/17,2,13.6
7230,sphinxcontrib-spelling,152,2019/6/15,6,51,2010/12/28,10,103.0333333
7231,sphinxcontrib-svg2pdfconverter,14,2021/11/5,2,8,2018/4/18,4,43.23333333
7232,sphinxcontrib-trio,161,2020/5/4,1,7,2017/5/12,4,36.26666667
7233,sphinxcontrib-versioning,25,2016/12/10,0,11,2016/7/24,1,4.633333333
7234,sphinxemoji,57,2021/10/6,0,11,2019/2/14,3,32.16666667
7235,sphinxext-opengraph,96,2023/1/3,2,22,2020/7/1,4,30.53333333
7236,sphinxjp.themes.basicstrap,5,2019/5/6,2,11,2012/12/23,8,77.5
7237,sphinx_design,8,2023/4/13,11,18,2021/7/22,3,21
7238,spiceypy,47,2022/3/24,13,26,2016/3/27,7,72.93333333
7239,Spider-haoyun,0,2019/10/31,0,1,2019/10/31,1,0
7240,Spider-Toolkit,0,2023/6/15,6,6,2023/6/9,1,0.2
7241,spidermon,0,2021/12/23,26,16,2019/1/11,3,35.9
7242,spidev,105,2022/11/3,0,7,2012/12/17,11,120.2666667
7243,SpiffWorkflow,4,2022/10/14,3,16,2009/1/7,14,167.6
7244,spikeextractors,12,2022/7/4,18,48,2018/11/19,5,44.1
7245,spikeinterface,9,2022/4/15,54,18,2019/10/8,4,30.66666667
7246,spinners,33,2020/2/19,1,10,2017/9/24,4,29.26666667
7247,spleeter,6,2022/6/10,8,26,2019/10/28,4,31.86666667
7248,splinter,29,2022/6/28,13,49,2012/7/19,11,121.0333333
7249,split-folders,11,2020/11/1,1,12,2018/10/4,3,25.3
7250,spotify-cli-linux,0,2022/11/5,0,22,2018/3/29,5,56.06666667
7251,spotipy,158,2022/6/18,7,48,2010/8/17,13,144.1
7252,spotpy,11,2020/10/9,12,110,2015/3/10,6,68
7253,spreg,6,2021/6/29,29,15,2018/5/10,4,38.2
7254,sptag,0,2022/5/23,1,7,2022/3/22,1,2.066666667
7255,spur,9,2020/10/11,1,35,2012/11/26,9,95.86666667
7256,spyder,54,2022/5/23,58,108,2014/9/18,9,93.46666667
7257,spyder-kernels,17,2022/7/6,25,63,2018/6/18,5,49.3
7258,spython,32,2022/12/8,0,81,2018/2/7,5,58.83333333
7259,sql-metadata,31,2022/6/17,1,30,2018/1/11,5,53.93333333
7260,sqlacodegen,15,2022/4/17,6,19,2013/5/18,10,108.5333333
7261,SQLAlchemy,5140,2023/1/26,0,282,2006/2/14,18,206.3333333
7262,sqlalchemy-bigquery,44,2022/6/9,23,24,2015/3/30,8,87.6
7263,sqlalchemy-citext,5,2021/3/2,0,12,2012/3/30,10,108.6333333
7264,sqlalchemy-cockroachdb,9,2022/9/9,1,13,2020/4/11,3,29.36666667
7265,SQLAlchemy-Continuum,23,2022/1/19,13,95,2013/6/5,10,105
7266,sqlalchemy-exasol,8,2022/7/21,5,44,2014/6/26,9,98.23333333
7267,sqlalchemy-filters,8,2020/5/12,11,12,2017/2/17,4,39.33333333
7268,sqlalchemy-firebird,8,2022/9/28,4,5,2020/9/2,3,25.2
7269,SQLAlchemy-i18n,4,2021/5/23,11,44,2013/5/14,9,97.7
7270,sqlalchemy-initial-data,0,2021/5/20,0,1,2021/5/20,1,0
7271,sqlalchemy-json,16,2022/3/13,1,7,2017/9/11,6,54.8
7272,sqlalchemy-migrate,46,2019/10/22,0,36,2008/1/20,12,143.1
7273,sqlalchemy-mixins,7,2022/5/3,3,18,2017/3/14,6,62.53333333
7274,sqlalchemy-redshift,66,2022/12/8,2,34,2015/5/11,8,92.26666667
7275,SQLAlchemy-serializer,19,2021/6/2,0,26,2017/12/14,5,42.2
7276,sqlalchemy-stubs,60,2021/1/12,2,4,2019/2/8,3,23.46666667
7277,SQLAlchemy-Utc,8,2021/9/24,2,6,2016/6/21,6,64.03333333
7278,SQLAlchemy-Utils,418,2022/7/11,54,214,2013/3/1,10,113.9666667
7279,sqlalchemy-views,6,2021/11/2,1,8,2015/9/16,7,74.63333333
7280,sqlflowcli,0,2022/4/28,7,2,2022/4/28,1,0
7281,sqlfluff,26,2022/7/3,16,105,2018/11/7,5,44.46666667
7282,sqlfluff-templater-dbt,4,2023/1/27,7,53,2021/10/10,3,15.8
7283,sqlglot,40,2022/7/6,10,369,2021/3/18,2,15.83333333
7284,sqlite-utils,144,2022/6/15,21,118,2018/7/29,5,47.23333333
7285,sqlite-web,3,2022/12/9,0,23,2015/7/22,8,89.9
7286,sqlitedict,96,2022/12/3,0,21,2011/7/19,12,138.5
7287,sqllineage,6,2022/5/10,18,32,2019/6/16,4,35.3
7288,sqlmodel,117,2022/8/30,3,8,2021/8/24,2,12.36666667
7289,sqlparse,563,2022/9/23,5,32,2013/5/20,10,113.7666667
7290,sqlservice,3,2022/5/6,20,51,2016/5/25,7,72.4
7291,squareconnect,1,2019/8/15,0,41,2016/8/3,4,36.9
7292,squidpy,22,2022/5/17,45,10,2021/2/20,2,15.03333333
7293,srp,5,2022/10/30,1,19,2012/10/30,11,121.7333333
7294,srsly,74,2022/10/18,1,36,2018/12/1,5,47.23333333
7295,srt,31,2022/3/5,0,30,2015/2/27,8,85.43333333
7296,srvlookup,9,2022/4/26,0,5,2014/3/11,9,98.93333333
7297,ssdeep,13,2019/10/3,0,10,2010/9/3,10,110.5666667
7298,sse-starlette,15,2022/11/15,1,37,2020/2/21,3,33.26666667
7299,sseclient,68,2020/9/25,0,25,2012/12/10,9,94.86666667
7300,sseclient-py,55,2021/9/20,0,9,2016/3/11,6,67.3
7301,ssh-audit,0,2021/8/26,0,8,2019/9/4,3,24.06666667
7302,ssh-mitm,3,2022/12/18,8,61,2020/12/11,3,24.56666667
7303,ssh2-python,22,2022/7/31,0,53,2017/7/28,6,60.96666667
7304,sshconf,16,2022/4/16,3,10,2017/1/21,6,63.7
7305,sshpubkeys,19,2016/8/17,5,17,2014/12/18,3,20.26666667
7306,sshtunnel,171,2020/9/25,5,28,2014/6/12,7,76.56666667
7307,sshuttle,2,2022/9/5,0,20,2015/11/27,8,82.46666667
7308,sslyze,9,2023/1/18,0,66,2016/2/1,8,84.76666667
7309,ssm-tool-test,0,2023/4/13,1,8,2023/3/9,1,1.166666667
7310,st-annotated-text,10,2022/1/23,0,6,2020/8/2,3,17.96666667
7311,stable-baselines,10,2021/4/6,17,31,2018/8/20,4,32
7312,stable-baselines3,60,2022/6/14,41,74,2020/5/7,3,25.6
7313,stac-fastapi.api,5,2022/1/18,15,14,2021/7/26,2,5.866666667
7314,stac-fastapi.extensions,4,2022/1/18,13,14,2021/7/26,2,5.866666667
7315,stac-fastapi.types,6,2022/1/18,14,14,2021/7/26,2,5.866666667
7316,stac-pydantic,9,2022/5/3,10,17,2020/5/20,3,23.76666667
7317,stack-data,85,2022/6/15,8,20,2019/12/17,4,30.36666667
7318,stackprinter,25,2022/11/24,0,19,2019/1/5,4,47.3
7319,standardebooks,0,2022/9/9,0,83,2019/2/21,4,43.2
7320,stanford-corenlp,1,2019/1/14,5,4,2017/6/10,3,19.43333333
7321,stanfordnlp,9,2019/5/16,7,4,2019/1/29,1,3.566666667
7322,stanza,83,2022/4/23,11,14,2017/5/21,6,59.93333333
7323,stardist,23,2022/6/3,8,27,2018/6/11,5,48.43333333
7324,starlette,636,2022/6/28,7,134,2018/6/25,5,48.8
7325,starlette-context,17,2022/11/26,1,17,2019/12/27,4,35.5
7326,starlette-exporter,8,2023/1/20,2,20,2019/10/28,5,39.33333333
7327,starlink-grpc-core,0,2022/11/9,4,4,2022/8/19,1,2.733333333
7328,starlite,15,2022/6/23,24,140,2021/12/6,2,6.633333333
